train,val
Q99856_Y_325_A,Q9Y6X9_D_68_A
Q13009_K_879_E,Q9Y6X9_D_69_A
Q13009_K_912_E,Q9Y6X9_R_266_A
O75390_K_393_R,Q9Y6X9_R_319_E
O75390_K_395_R,Q9Y6X9_R_326_E
Q6NYC1_W_85_A,Q9Y6X9_R_329_E
Q6NYC1_L_90_A,Q9Y6X9_R_333_E
Q6NYC1_K_91_A,Q9Y6X9_R_344_E
Q6NYC1_R_95_A,Q9Y6X9_R_351_E
Q6NYC1_Y_131_F,Q9Y6X9_R_358_E
Q6NYC1_H_187_A,P53778_D_179_A
Q6NYC1_D_189_A,P53778_Y_185_F
Q6NYC1_K_204_A,P53778_F_330_S
Q6NYC1_E_231_A,P22307_N_528_D
Q6NYC1_H_273_A,P22307_N_528_I
Q6NYC1_T_285_A,P22307_G_530_D
Q6NYC1_N_287_A,P17812_E_161_K
Q9H1R2_C_85_S,Q99962_A_63_S
P10074_H_596_A,Q99962_A_66_D
O75554_W_150_A,Q99962_A_66_S
O75554_W_191_A,Q99962_A_66_W
P28907_C_119_K,Q99962_M_70_Q
P28907_C_119_R,Q99962_F_202_W
P28907_C_119_E,Q92797_K_185_A
P28907_C_119_A,O75208_L_190_E
P28907_C_160_A,O75208_M_227_E
P28907_C_173_A,O75208_D_237_K
P28907_C_201_D,O75208_W_240_D
P28907_C_201_K,O75208_W_240_K
P28907_C_201_A,O75208_Y_241_D
P28907_C_201_E,O75208_Y_241_K
Q93015_W_83_F,O75208_L_256_K
Q93015_R_148_Q,Q9Y3B8_D_168_A
Q93015_G_151_D,P28161_T_210_C
Q93015_Y_183_F,P28161_T_210_F
P23219_S_529_N,P28161_T_210_H
Q99986_S_14_A,P28161_T_210_I
Q99986_T_102_A,P28161_T_210_K
Q99986_S_125_A,P28161_T_210_L
Q99986_S_150_A,P28161_T_210_R
Q99986_S_158_A,P28161_T_210_Y
Q99986_K_179_A,P28161_T_210_W
Q99986_S_239_A,Q96LD8_D_10_A
Q99986_T_305_A,Q96LD8_W_26_A
Q99986_T_312_A,Q96LD8_D_29_A
Q99986_S_342_A,Q96LD8_D_29_N
Q99986_T_353_A,Q96LD8_V_58_A
Q99986_T_355_A,Q96LD8_F_74_A
Q99986_T_390_A,Q96LD8_P_77_A
P35658_V_353_A,Q96LD8_N_91_A
P35658_D_359_R,Q96LD8_H_102_N
Q99988_W_225_A,Q96LD8_W_103_A
Q99988_V_283_A,Q96LD8_W_103_H
Q99988_V_283_R,Q96LD8_D_119_A
Q99988_I_285_A,Q96LD8_D_119_N
P27694_R_41_E,Q96LD8_Q_157_A
P27694_R_43_E,Q96LD8_C_163_A
P27694_K_449_R,P46527_Y_74_F
P27694_C_500_S,P46527_Y_88_F
P27694_C_503_S,P46527_Y_89_F
P27694_K_577_R,Q99497_L_10_P
P27695_C_65_A,Q99497_E_18_A
P27695_C_65_S,Q99497_E_18_D
P27695_N_68_A,Q99497_E_18_N
P27695_D_70_A,Q99497_E_18_Q
P27695_C_93_A,Q99497_C_46_A
P27695_C_93_S,Q99497_C_46_S
P27695_E_96_A,Q99497_V_51_A
P27695_C_99_A,Q99497_C_53_A
P27695_C_138_A,Q99497_C_53_S
P27695_Y_171_A,Q99497_C_106_A
P27695_Y_171_F,Q99497_C_106_D
P27695_Y_171_H,Q99497_C_106_S
P27695_C_208_A,Q99497_H_126_A
P27695_D_210_A,Q99497_K_130_R
P27695_D_210_N,Q99497_A_179_T
P27695_N_212_A,Q02083_V_116_F
P27695_N_212_Q,Q02083_C_126_A
P27695_N_212_D,Q02083_C_126_S
P27695_F_266_A,Q02083_R_142_G
P27695_D_283_A,Q02083_D_145_A
P27695_C_296_A,Q02083_L_152_F
P27695_K_299_A,Q02083_E_195_A
P27695_R_301_A,Q02083_E_195_Q
P27695_K_303_A,Q02083_N_287_D
P27695_D_308_A,Q02083_N_309_Q
P27695_H_309_N,Q02083_N_333_Q
P27695_H_309_S,Q96FI4_E_3_Q
P27695_C_310_A,Q96FI4_K_54_L
P27695_C_310_S,Q96FI4_R_277_A
Q9BSD7_E_114_T,P11166_N_45_T
Q9BSD7_G_116_H,P11166_I_192_C
Q05086_F_750_D,P11166_L_204_C
Q9NRG4_E_187_K,P11166_P_205_C
Q9NRG4_E_189_K,P11166_S_226_A
Q9NRG4_E_190_K,P11166_G_340_C
Q9NRG4_H_207_A,Q8IYT8_K_39_R
Q9NRG4_Y_240_F,Q96F86_E_306_A
Q9NRG4_Y_245_F,Q96F86_V_310_A
Q9NRG4_D_252_R,Q6ZSG1_R_309_A
Q9NRG4_R_253_Q,Q6ZSG1_M_313_A
Q9NRG4_R_306_E,Q6ZSG1_R_335_A
Q9NRG4_Y_374_A,Q9UKK9_W_28_A
Q9NRG4_E_429_K,Q9UKK9_T_45_A
Q9NRG4_E_431_K,Q9UKK9_T_45_D
P14174_N_111_C,Q9UKK9_W_46_A
Q5TA45_E_203_Q,Q9UKK9_R_51_Q
Q99685_Y_194_F,Q9UKK9_R_84_Q
Q99685_C_201_A,Q9UKK9_L_98_A
Q99685_C_208_A,Q9UKK9_E_112_Q
Q99685_C_242_A,Q9UKK9_E_116_Q
Q13131_V_307_G,Q9UKK9_E_166_Q
Q13131_V_307_Q,Q9ULC4_T_81_A
Q96RD7_N_255_Q,Q9ULC4_S_118_A
Q96RD7_N_338_Q,P51148_S_85_A
Q6NT76_R_271_A,P51148_S_85_E
Q6NT76_K_325_E,P10644_Y_373_A
Q6NT76_Y_327_A,Q86UE8_D_613_A
Q6NT76_R_334_A,P34913_D_9_A
Q6NT76_K_335_A,P34913_C_522_S
Q6NT76_K_338_A,P20160_C_52_S
Q6NT76_R_339_A,P20160_C_68_S
P23368_R_67_S,Q15019_F_156_D
P23368_R_91_T,Q15019_S_218_A
Q6UXN8_W_131_A,Q15019_W_260_A
P61956_K_11_R,Q15019_H_270_D
P61956_K_33_E,O15382_C_342_A
P61956_K_35_E,O15382_C_345_A
P61956_K_42_E,P78504_F_207_A
Q9H221_G_216_D,Q9UKT5_C_341_W
Q9H227_E_165_D,Q9UKT5_A_345_R
Q9H227_E_165_Q,Q92784_W_358_E
Q9H227_V_168_Y,Q92784_C_360_R
Q9H227_F_225_S,Q92784_C_363_R
Q9H227_Y_308_F,Q01469_K_24_A
Q9H227_Y_308_A,Q01469_R_33_A
Q9H227_E_373_D,Q01469_K_34_A
Q9H227_E_373_Q,Q96LW7_L_17_A
P19440_K_100_N,Q96LW7_L_65_A
P19440_E_102_Q,Q15493_E_18_A
P19440_R_107_K,Q15493_N_103_A
P19440_R_107_Q,Q15493_N_154_A
P19440_R_107_H,Q15493_D_204_A
P19440_E_108_Q,Q13439_Y_2177_A
P19440_R_112_Q,Q13439_Y_2177_F
P19440_R_139_Q,Q13439_V_2181_A
P19440_R_147_Q,Q13439_F_2183_A
P19440_R_150_Q,Q13439_Y_2185_A
P19440_C_192_W,Q13439_M_2186_A
P19440_E_193_Y,Q13439_T_2193_A
P19440_H_383_A,Q13439_M_2194_A
P19440_S_385_A,Q13439_V_2197_A
P19440_S_413_A,Q13439_I_2198_A
P19440_D_422_A,Q13439_L_2202_A
P19440_D_423_A,Q13439_F_2204_A
P19440_S_425_A,Q13439_I_2212_A
P19440_S_451_A,Q8WXF1_F_119_A
P19440_S_452_A,Q8WXF1_F_121_A
P19440_C_454_A,Q8WXF1_K_198_A
P19440_H_505_A,Q8WXF1_F_200_A
P19440_Q_545_K,Q8WXF1_Y_275_A
Q99459_W_31_G,Q8WXF1_W_279_A
Q99459_W_53_G,P49773_V_97_D
Q99459_W_82_G,P49773_V_97_E
Q99459_T_227_A,P49773_G_105_A
Q16512_R_181_A,P49773_S_107_A
Q16512_R_181_K,P49773_H_114_A
Q16512_R_185_A,P49773_W_123_A
Q16512_K_644_E,P15291_Y_282_G
Q16512_K_644_R,P15291_Y_285_F
Q16513_K_686_R,P15291_Y_307_G
Q16513_D_700_E,P15291_W_308_G
Q16513_T_816_A,P15291_W_310_G
Q16513_T_958_A,P15291_M_340_H
P20823_N_127_W,Q9UJX5_D_33_K
P20823_E_132_K,Q9UQB8_K_142_E
P20823_F_177_S,Q9UQB8_K_143_E
P20823_N_202_D,Q9UQB8_K_146_E
P20823_V_246_D,Q9UQB8_K_147_E
P20823_N_257_W,Q9UQB8_W_413_G
Q9BTC0_W_291_T,Q9UQB8_F_427_A
Q9BWF3_Y_37_A,Q9UQB8_P_428_A
Q9BWF3_F_39_A,P13995_D_168_A
O43324_A_69_R,P13995_D_168_E
O43324_Q_73_R,P13995_D_168_N
O43324_R_144_A,P13995_D_168_S
P31941_R_28_E,P13995_R_201_A
P31941_H_29_A,P13995_R_201_S
P31941_K_30_F,P13995_R_201_K
P31941_N_57_A,P13995_D_225_A
P31941_K_60_A,P13995_D_225_S
P31941_R_69_A,P13995_D_225_E
P31941_H_70_R,P13995_D_225_N
P31941_E_72_Q,P13995_R_233_A
P31941_W_98_L,P13995_R_233_K
P31941_C_106_S,P13995_R_233_S
P31941_R_128_A,P51955_K_37_R
P31941_Y_130_A,P51955_D_141_A
P31941_D_131_N,P51955_T_170_A
P31941_D_133_N,P51955_T_170_E
P31941_Y_136_A,P51955_S_171_A
Q13356_Y_389_H,P51955_S_171_D
Q13356_Y_389_W,P51955_T_175_A
P14598_R_43_Q,P51955_T_175_E
P14598_R_90_A,P51955_T_179_A
P14598_W_263_R,P51955_T_179_E
P14598_S_303_E,P51955_S_241_A
P14598_S_304_E,P51955_S_241_D
P14598_S_328_E,P30043_H_153_A
Q96DA2_S_22_N,Q12933_K_31_R
Q96DA2_Q_68_L,Q12933_T_117_A
Q9UG22_S_54_A,Q12933_I_285_A
Q9UG22_R_117_D,Q12933_V_288_A
P40337_Y_98_N,Q12933_E_292_A
P17213_S_49_C,Q9Y678_W_776_S
P17213_C_163_A,Q9NP72_S_22_N
P17213_C_166_S,Q9NP72_Q_67_L
P17213_C_206_A,Q86WT6_C_61_A
Q14914_R_56_A,Q86WT6_C_64_A
Q14914_Y_245_A,O00762_C_114_S
Q14914_Y_245_F,P43357_D_170_A
Q9UMS4_Y_405_A,P43357_Y_176_A
P37088_C_394_S,O75533_W_218_A
Q9NYZ4_R_72_A,O75533_T_223_A
Q9NYZ4_Y_74_A,O75533_T_227_A
Q9NYZ4_Q_75_A,O75533_W_232_A
Q9NYZ4_R_125_A,O75533_T_235_A
Q9NYZ4_K_132_A,O75533_T_244_A
Q9NYZ4_K_136_A,O75533_T_248_A
Q9NYZ4_Q_138_A,O75533_W_254_A
Q9HCP0_N_169_A,O75533_T_257_A
O14684_Q_36_E,O75533_K_700_E
O14684_D_49_A,P78423_K_60_A
O14684_D_49_N,P78423_K_60_E
O14684_E_66_A,P78423_R_61_A
O14684_R_67_A,P78423_R_61_E
O14684_R_70_A,P78423_R_71_A
O14684_R_70_S,P78423_K_78_A
O14684_H_72_A,P78423_K_83_A
O14684_R_73_A,Q96P16_D_65_A
O14684_R_73_L,Q96P16_R_106_A
O14684_R_110_A,Q96P16_R_114_A
O14684_R_110_S,O75223_G_23_A
O14684_R_110_T,O75223_E_98_A
O14684_T_114_V,O75223_E_98_Q
O14684_Y_117_A,O75223_Y_105_F
O14684_Y_117_F,O75223_Y_125_F
O14684_R_126_A,Q05193_K_44_A
O14684_R_126_L,O60936_K_17_R
O14684_R_126_K,O60936_L_31_F
O14684_R_126_Q,O60936_K_68_R
O14684_S_127_A,Q96NA2_F_248_A
O14684_Y_130_I,Q96NA2_I_251_A
O14684_Q_134_E,Q96NA2_L_252_A
Q16644_K_73_M,Q96NA2_R_255_A
Q16647_C_441_H,Q96NA2_L_258_A
O15530_S_241_A,Q96NA2_K_304_A
O15530_A_277_V,Q96NA2_M_305_A
O15530_T_354_A,Q96NA2_L_306_A
O15530_S_410_A,O75319_H_166_G
O15530_R_474_A,O75319_C_199_S
O15530_T_513_E,O75319_H_201_A
O15533_C_115_A,O75319_N_204_A
O15533_N_253_Q,O75319_R_239_K
Q16643_R_10_D,Q8WV92_M_69_D
Q16643_R_10_G,Q8WV92_E_73_A
Q16643_C_96_Q,Q8WV92_Y_132_A
Q9UNE7_K_30_A,Q8WV92_R_168_E
Q16878_R_60_Q,Q8WV92_R_220_E
Q16878_C_93_S,Q8WV92_F_221_A
Q16878_Y_157_F,Q8WV92_Y_225_A
Q16878_C_164_S,Q8WV92_R_231_E
O15151_C_437_G,Q8N6T7_H_133_Y
Q03426_E_19_D,O95551_N_120_A
Q03426_I_56_A,O95551_E_152_A
Q03426_T_104_A,O95551_Y_178_F
Q03426_S_145_A,O95551_Y_178_W
Q03426_S_146_A,O95551_R_206_A
Q03426_Y_149_A,O95551_R_206_K
Q03426_E_193_Q,O95551_D_262_A
Q03426_I_196_A,O95551_D_262_H
Q03426_S_201_A,O95551_D_262_L
Q03426_D_204_A,O95551_D_262_M
Q03426_D_204_N,O95551_L_305_A
Q03426_T_243_A,O95551_L_305_F
Q03426_E_296_Q,O95551_L_305_W
Q9NS91_I_27_A,O95551_D_316_N
P80192_K_171_A,P54646_T_172_D
P80192_T_304_A,P26010_D_159_A
P80192_T_305_A,P19971_Y_199_A
P80192_S_308_A,P19971_Y_199_F
P80192_T_312_A,P19971_Y_199_L
Q9H6S0_W_1360_A,Q8IXJ6_S_53_A
O14757_K_38_R,Q8IXJ6_R_97_A
O14757_D_130_A,Q8IXJ6_S_98_A
O14757_R_379_E,Q8IXJ6_S_100_A
O14757_K_436_R,Q8IXJ6_E_116_A
Q9BUD6_E_122_A,Q8IXJ6_E_120_A
Q9BUD6_E_141_A,Q8IXJ6_Q_167_A
P21333_K_42_R,Q8IXJ6_N_168_A
P21333_K_43_R,Q8IXJ6_D_170_A
P21333_K_135_R,Q8IXJ6_D_170_N
P16455_Y_114_A,Q8IXJ6_H_187_Y
P16455_Y_114_E,Q8IXJ6_H_187_A
P16455_R_128_A,Q8IXJ6_F_244_A
P16455_R_128_D,Q8IXJ6_Q_265_A
P16455_R_128_G,Q8IXJ6_S_271_A
P16455_R_128_K,Q8IXJ6_S_279_A
P16455_R_128_L,Q8IXJ6_T_280_A
P16455_P_138_K,Q8IXJ6_D_294_A
P16455_P_140_A,Q8IXJ6_S_311_A
P16455_C_145_A,Q8IXJ6_Y_315_A
P16455_G_156_A,P12724_I_40_A
P16455_Y_158_A,Q9HD47_D_27_K
P16455_Y_158_F,Q9HD47_E_50_K
O95931_K_31_A,Q9HD47_E_53_K
O95931_W_32_A,Q9HD47_D_70_K
Q8NHV1_R_103_D,P48735_K_413_A
Q8NHV1_E_136_W,P48735_K_413_Q
Q9UM82_T_94_K,P48735_K_413_R
Q9UM82_N_98_A,Q06278_C_44_W
Q9UM82_F_108_A,Q06278_G_1269_R
Q9UM82_Y_114_A,Q96KN2_H_132_A
Q9UM82_T_115_A,Q96KN2_D_165_A
Q9UM82_T_115_N,Q96KN2_E_200_A
Q9Y6U3_M_310_D,P30405_C_203_S
Q9Y6U3_E_314_S,P10768_L_54_A
Q9Y6U3_F_455_D,P10768_S_149_A
P10586_C_1548_S,P10768_S_149_T
P38159_K_22_A,P10768_M_150_A
P05019_R_84_E,P10768_D_226_A
P05019_R_85_E,P10768_D_226_N
Q9H2K2_H_553_D,P10768_H_260_A
Q9H2K2_H_553_N,P10768_H_260_Q
Q9H2K2_M_1054_V,O00159_S_736_A
Q08AE8_I_131_K,O00159_S_736_E
Q08AE8_Y_134_K,Q9H0M4_W_256_I
Q08AE8_D_138_N,Q9H0M4_E_300_A
Q08AE8_E_146_A,Q9H0M4_E_301_R
Q08AE8_E_146_K,Q9H0M4_T_302_L
Q15208_K_118_A,Q9H0M4_W_303_A
Q15208_S_281_A,Q9H0M4_W_303_E
Q06124_C_459_S,Q9H0M4_W_303_P
Q7L1W4_T_44_C,O14607_H_1093_A
Q96C10_K_634_E,O14607_S_1138_G
Q96C10_K_651_E,O14607_P_1214_I
Q9Y4D1_I_698_A,P14867_Q_269_L
Q9NRX4_K_21_A,P14867_W_273_L
Q9NRX4_R_45_A,P14867_T_333_A
Q9NRX4_H_53_A,P28222_L_126_A
Q9NRX4_R_78_A,P28222_D_129_A
Q9NRX4_S_94_A,P28222_I_130_A
Q9NRX4_H_102_A,P28222_C_133_A
Q53EZ4_W_184_A,P28222_T_134_A
Q53EZ4_Y_187_A,P00439_I_283_C
Q53EZ4_D_188_A,P35557_S_64_P
Q53EZ4_R_191_A,P35557_E_177_K
Q53EZ4_E_192_A,P35557_M_197_V
P09488_Y_7_F,P35557_I_211_F
P09488_H_108_Q,P35557_Y_214_A
P09488_H_108_S,P35557_Y_215_A
P09488_M_109_I,P35557_E_256_A
P09488_Y_116_A,P35557_K_414_A
P09488_Y_116_F,P35557_S_453_A
P05121_Q_197_C,Q9Y3A5_K_151_N
P05121_G_355_C,P54725_K_8_A
P09486_R_166_A,P54725_T_9_A
P09486_R_166_L,P54725_L_10_E
P09486_R_166_K,P54725_K_47_A
P09486_N_173_A,P54725_K_47_E
P09486_N_173_Q,P54725_I_49_A
P09486_L_259_A,P54725_I_49_T
P09486_M_262_A,P54725_I_54_A
P09486_E_263_A,P54725_F_71_A
P38398_I_26_A,P54725_T_77_E
P38398_I_26_E,P54725_T_77_S
P38398_R_71_G,P54725_T_79_P
P38398_S_1655_A,P54725_P_333_E
P38398_G_1656_D,O75582_D_195_A
P38398_F_1662_S,O75582_S_212_A
P38398_M_1663_K,O75582_T_700_A
P38398_Y_1666_A,O75582_T_700_D
P38398_R_1670_E,P21439_K_435_M
P38398_K_1671_E,P21439_A_953_D
P38398_T_1700_A,P21439_K_1075_M
P38398_K_1702_M,Q9NZK7_N_40_G
P38398_G_1738_E,Q9NZK7_N_40_M
P38398_S_1755_A,Q9NZK7_N_40_W
P38398_R_1835_P,Q9NZK7_D_41_A
P38398_E_1836_K,Q9NZK7_D_41_K
P29466_C_285_A,Q9NZK7_H_65_A
P29466_C_285_S,Q9NZK7_D_66_A
P29466_W_294_A,Q9NZK7_N_132_A
P29466_I_318_N,Q9NZK7_N_132_K
P29466_K_320_A,O15492_Y_168_F
Q9Y606_D_146_A,O15492_Y_177_F
Q9BRR9_K_343_A,P12931_K_298_M
Q9BRR9_R_399_A,P12931_P_302_E
Q9Y3I1_V_253_E,P12931_P_307_E
Q8NBK3_S_333_A,P12931_Y_419_F
Q8NBK3_S_333_T,Q9H9B1_E_905_A
Q8NBK3_C_336_S,Q9UI95_Y_63_A
Q8NBK3_H_337_A,Q9UI95_R_124_A
Q8NBK3_Y_340_F,Q9UI95_W_171_A
Q8NBK3_C_341_S,Q9UI95_L_186_A
P28335_P_159_A,Q9UI95_Q_200_A
Q9UIB8_T_55_A,Q9UI95_Y_202_A
Q9UIB8_Y_62_A,Q6ZMT4_H_282_A
Q9UIB8_Y_62_D,P18433_Y_798_F
Q9UIB8_T_77_A,A6ND01_E_45_A
Q9UIB8_H_78_A,A6ND01_E_45_K
Q9UIB8_D_110_A,A6ND01_W_62_A
Q9UIB8_N_112_A,A6ND01_L_81_A
Q9UIB8_T_119_A,A6ND01_K_163_E
P62820_N_124_I,Q8IWA4_K_15_A
Q6ZW49_R_910_Q,Q8IWA4_R_74_P
Q6ZW49_W_929_A,Q8IWA4_K_88_A
Q8IYU8_D_185_A,Q8IWA4_K_88_T
Q8IYU8_D_375_A,Q8IWA4_K_99_A
Q8IYU8_E_386_A,Q8IWA4_P_102_L
P01588_S_127_E,Q8IWA4_H_107_A
P50402_S_49_A,Q8IWA4_T_109_A
P50402_S_49_E,Q8IWA4_H_144_A
O95989_G_50_A,Q8IWA4_D_173_A
O95989_G_50_V,Q8IWA4_D_189_A
O95989_G_51_A,Q8IWA4_E_209_A
O95989_G_52_A,Q8IWA4_R_238_A
O95989_G_52_V,Q8IWA4_W_239_A
O95989_E_66_Q,Q8IWA4_E_245_A
O95989_E_70_Q,Q8IWA4_G_309_P
O95989_G_72_A,Q8IWA4_I_328_A
O95989_G_75_A,Q8IWA4_K_336_N
O95989_G_78_A,Q8IWA4_K_336_P
O95989_G_78_V,P63096_G_42_R
O95989_G_82_A,P63096_E_116_L
O95989_F_84_Y,P63096_Q_147_L
O95989_H_91_L,P63096_E_245_L
Q6DN90_E_620_K,Q8ND25_C_184_A
P01584_K_171_E,P48728_D_129_A
P01584_K_179_E,P48728_D_129_N
P01584_K_181_E,Q53H47_N_223_S
P01584_K_190_E,Q53H47_D_261_S
P01584_K_204_E,Q53H47_F_473_K
P01584_E_221_K,Q53H47_D_496_A
P01584_F_233_C,Q53H47_D_503_S
P01584_E_244_K,Q53H47_N_623_D
O95983_H_30_K,Q53H47_N_623_E
O95983_F_34_A,Q16769_K_144_A
O95983_F_34_Y,Q16769_F_146_A
O95292_K_87_D,Q16769_S_160_A
O95292_M_89_D,Q16769_S_160_G
Q93038_L_354_A,Q16769_E_201_D
Q93038_L_356_A,Q16769_E_201_L
Q93038_D_373_A,Q16769_E_201_Q
P33981_D_664_A,Q16769_W_207_L
P33981_T_686_A,Q16769_D_248_A
Q6PHW0_R_101_A,Q16769_D_248_Q
Q6PHW0_R_101_H,Q16769_Q_304_L
Q6PHW0_F_105_A,Q16769_D_305_A
Q6PHW0_F_105_Y,Q16769_D_305_E
Q6PHW0_I_116_V,Q16769_D_305_L
P43490_D_219_N,Q16769_D_305_N
P43490_D_219_S,Q16769_H_319_L
P43490_H_247_A,Q16769_F_325_A
P43490_R_311_D,Q16769_W_329_A
P15531_F_60_W,Q16763_C_95_S
P15531_P_96_S,Q16763_K_117_A
P15531_H_118_F,Q16760_W_1145_G
P15531_H_118_G,Q15459_E_48_F
P15531_S_120_A,Q15459_K_55_L
P46063_K_119_A,Q15459_F_162_E
P21549_K_209_R,Q15459_L_169_K
P01100_K_192_R,P19838_C_61_S
Q92729_C_1085_S,P55212_C_163_A
P42765_C_92_A,P55212_S_257_A
P42765_C_92_S,P55212_S_257_D
P42765_C_382_S,P55212_S_257_E
Q15831_K_48_Q,Q9C035_C_15_A
Q15831_K_48_R,P14859_S_385_A
Q15831_R_74_A,Q9Y239_V_41_A
Q15831_K_78_I,Q9Y239_V_41_Q
Q15831_K_78_M,Q9Y239_L_44_A
Q15831_K_96_R,Q9Y239_D_48_K
Q15831_K_97_R,Q9Y239_E_53_K
Q15831_T_189_A,Q9Y239_D_54_K
Q15831_D_194_A,Q9Y239_E_56_K
Q15831_F_204_A,Q9Y239_R_69_E
Q9UHD2_K_30_R,P08238_E_42_A
Q9UHD2_D_33_A,P08238_D_88_A
Q9UHD2_K_38_A,P08238_Y_301_F
Q9UHD2_D_135_N,P08238_K_531_A
Q9UHD2_S_172_A,P08238_K_574_A
Q9UHD2_S_172_E,P08238_C_590_A
Q9UHD2_L_316_E,P08238_C_590_N
Q9UHD2_Y_325_E,P08238_C_590_D
Q9UHD2_E_355_R,Q9Y6N9_R_103_H
Q9UHD2_R_357_A,Q6VAB6_R_718_H
Q9UHD2_K_401_R,Q6VAB6_D_786_A
Q9UHD2_E_448_R,Q6VAB6_A_879_L
Q9UHD2_H_459_E,Q9BVC4_S_72_D
Q9UHD2_I_466_E,Q9BVC4_G_192_D
Q9UHD2_F_470_E,Q9BVC4_F_320_S
Q9UHD2_R_547_D,Q8N4P3_R_24_A
Q9UHD2_Y_577_A,Q8N4P3_E_65_A
Q9UHD2_N_578_A,Q8N4P3_D_66_A
Q9UHD2_E_580_A,P23470_R_958_E
Q9UHD2_Q_581_A,P23470_K_960_E
Q9UHD2_I_582_A,P23470_D_1305_K
Q9UHD2_K_589_D,P23470_D_1306_K
Q9NPH0_R_58_A,P04062_C_43_S
Q9NPH0_H_59_A,P04062_C_57_S
Q9NPH0_R_62_A,P04062_C_62_S
Q9NPH0_Y_106_F,P04062_E_379_G
Q9NPH0_Y_110_F,P27540_R_91_A
Q9NPH0_R_168_A,P27540_N_93_A
Q9NPH0_A_257_F,P27540_H_94_A
Q9NPH0_A_257_L,P27540_E_98_A
Q9NPH0_A_257_W,P27540_R_99_A
Q9NPH0_S_285_W,P27540_R_101_A
Q9NPH0_L_289_W,P27540_R_102_A
Q9NPH0_H_334_A,Q9BQP7_D_251_A
Q9NPH0_D_335_A,Q9BQP7_K_253_A
P61964_A_47_E,Q9Y5X4_L_372_R
P61964_S_91_F,Q9Y5X4_L_375_R
P61964_D_107_A,O43526_T_217_A
P61964_D_107_N,O43526_T_217_D
P61964_F_133_A,O43526_G_279_S
P61964_F_133_D,Q99720_E_123_G
P61964_F_133_L,Q99720_D_126_G
P61964_F_149_A,Q99720_E_138_G
P61964_N_225_A,Q99720_E_144_G
P61964_L_240_K,Q99720_E_150_G
P61964_F_263_A,Q99720_E_158_G
P61964_F_263_W,Q99720_E_163_G
P61964_Q_289_A,Q99720_E_172_G
P61964_L_321_A,Q99720_D_188_G
P61964_E_322_A,Q99720_D_195_G
P61960_L_21_A,Q99720_E_213_G
P61960_E_38_A,Q8WUI4_H_843_A
P61960_A_48_F,Q8WUI4_H_843_F
P61960_A_48_Q,Q8WUI4_H_843_Y
P61960_R_79_A,P40616_T_31_N
Q9HC16_R_213_A,P40616_Q_71_L
Q9HC16_R_213_E,Q8IXL7_H_141_G
Q9HC16_R_215_A,Q8IXL7_N_160_F
Q9HC16_R_215_E,Q8IXL7_N_160_Y
Q9HC16_E_217_K,Q9NWT6_H_199_A
Q9HC16_T_218_A,Q9NWT6_D_201_A
Q9HC16_T_218_E,Q9NWT6_D_201_E
Q9HC16_C_221_S,Q9NWT6_D_201_G
Q9HC16_N_244_A,Q9NWT6_Q_239_H
Q9HC16_P_247_K,Q9NWT6_W_296_R
Q9HC16_R_256_E,Q9NWT6_L_340_R
Q9HC16_H_257_A,Q9NWT6_I_344_R
Q9HC16_E_259_A,Q15287_N_171_R
Q9HC16_E_259_Q,Q15287_Y_205_A
Q9HC16_W_285_A,Q15287_Y_207_A
Q9HC16_C_288_A,P34972_K_109_A
Q9HC16_C_291_A,P34972_K_109_R
Q9HC16_C_291_S,P34972_S_112_G
Q9HC16_R_313_A,P34972_D_130_A
Q9HC16_R_313_E,P34972_R_131_A
Q9HC16_Y_315_A,P34972_L_201_P
Q9HC16_R_320_A,P34972_Y_207_A
Q9HC16_R_320_E,P34972_A_244_E
Q9HC16_E_323_Q,P34947_K_215_R
P10114_K_5_R,P34947_R_388_A
P10114_G_12_V,P34947_K_389_A
P10114_S_17_N,P34947_K_391_A
P10114_T_35_A,P34947_K_393_A
P10114_F_39_S,P34947_R_394_A
P10114_K_94_R,P34947_S_484_A
P10114_T_145_I,P34947_T_485_A
P10114_K_148_R,P51693_H_426_A
P10114_K_150_R,P51693_R_429_A
Q8N539_D_393_N,P51693_H_433_A
Q8N539_D_395_A,P09960_Q_135_A
Q8N539_Y_405_S,P09960_Q_135_L
Q8N539_H_415_G,P09960_Q_137_A
Q8N539_Y_431_S,P09960_Q_137_L
Q8N539_A_432_V,P09960_Q_137_N
Q8N539_W_443_S,P09960_H_140_Q
P24666_C_13_S,P09960_G_269_A
P24666_Y_132_F,P09960_G_270_A
P24666_Y_133_F,P09960_M_271_L
O94817_K_54_D,P09960_E_272_A
O94817_V_62_R,P09960_E_272_D
O94817_G_63_D,P09960_E_272_Q
O94817_K_72_D,P09960_N_273_A
O94817_W_73_A,P09960_H_296_Y
O94817_F_108_A,P09960_E_297_A
O94817_F_108_D,P09960_E_297_K
O94817_F_108_R,P09960_E_297_Q
O94817_D_113_V,P09960_H_300_L
O94817_C_122_W,P09960_E_319_A
O94817_F_123_D,P09960_D_372_N
O94817_A_138_R,P09960_D_374_N
O94817_W_139_F,P09960_D_376_A
O94817_W_139_Y,P09960_D_376_E
Q14654_V_64_M,P09960_D_376_N
O95433_Y_223_E,P09960_E_385_Q
O43681_G_46_R,P09960_R_564_A
O43681_K_86_D,P09960_R_564_K
Q99873_V_92_A,P09960_R_564_M
