train,val
Q16873_Y_93_F,Q9H611_K_234_A
Q16873_Y_97_F,Q969G6_E_79_Q
Q99683_K_709_M,P10721_R_381_A
Q99683_K_709_R,P10721_E_386_A
P02489_N_123_D,P10721_Y_823_F
Q8N159_Y_441_F,P54619_D_90_A
Q8N159_N_479_A,P54619_D_245_A
Q8N159_Y_485_F,P54619_D_317_A
O14929_D_62_A,Q76I76_C_392_S
O14929_E_64_A,O60343_R_972_K
O14929_E_187_Q,P49407_R_169_E
O14929_W_199_A,Q9Y5K5_C_88_A
O14929_E_276_Q,P34897_E_98_L
O14929_D_277_N,P34897_K_103_R
Q96FJ0_E_292_A,P34897_K_103_E
Q96FJ0_F_332_A,P34897_Y_106_F
Q96FJ0_T_353_A,P34897_K_280_R
Q96FJ0_F_355_A,P34897_K_280_E
Q96FJ0_S_357_A,P34897_K_302_R
Q96FJ0_S_358_A,P34897_K_302_E
Q96FJ0_D_360_A,P34897_K_356_R
Q96FJ0_M_370_A,P34897_K_356_E
Q96FJ0_C_402_S,P34897_K_464_R
Q96FJ0_F_407_A,P34897_K_464_E
Q99538_E_190_K,P34897_K_469_R
Q99538_N_323_D,P34897_K_469_E
Q99538_N_323_Q,P34897_K_474_R
Q99538_N_323_S,P34897_K_474_E
Q8N1G2_K_203_A,P41743_Y_265_F
Q8N1G2_R_228_A,P41743_K_274_R
Q8N1G2_K_239_A,P41743_K_274_W
Q8N1G2_D_364_A,P41743_Y_280_F
Q8N1G2_K_404_A,P41743_Y_334_F
P11086_E_185_A,Q8WXB1_D_94_A
P11086_E_185_Q,P11509_I_208_S
P11086_E_185_D,P11509_S_213_A
P11086_E_219_A,P11509_I_300_F
P11086_D_267_A,P11509_G_301_A
P11086_D_267_N,P11509_S_369_G
Q96RS0_F_655_A,P11509_R_372_H
Q96RS0_T_673_A,P06746_K_35_Q
Q96RS0_D_696_A,P06746_K_35_R
Q96RS0_N_704_A,P06746_Y_39_Q
Q96RS0_D_719_A,P06746_K_68_Q
Q96RS0_N_731_A,P06746_K_68_R
Q96RS0_S_763_A,P06746_K_72_Q
Q96RS0_W_766_A,P06746_K_72_R
Q96RS0_R_807_A,P06746_R_83_K
Q96RS0_N_808_A,P06746_K_84_R
O60231_K_428_A,P06746_R_152_K
O60231_D_520_A,Q12809_F_29_A
O60231_H_523_A,Q12809_Y_43_A
O60231_S_552_L,P49916_K_410_E
O60231_G_724_N,P49916_R_414_E
Q9Y2J8_D_123_N,Q8TAI7_D_60_K
Q9Y2J8_D_125_A,Q8TAI7_Q_64_L
Q9Y2J8_D_166_A,Q15907_S_25_N
Q9Y2J8_D_169_A,Q15907_Q_70_L
Q9Y2J8_D_177_A,Q9Y3D8_H_79_G
Q9Y2J8_W_348_A,O75608_S_119_A
Q9Y2J8_Q_350_A,Q53EL6_E_174_A
Q9Y2J8_E_354_A,Q53EL6_E_210_A
Q9Y2J8_D_370_A,Q53EL6_L_252_A
Q9Y2J8_R_373_A,Q53EL6_D_253_A
Q9Y2J8_D_374_A,Q53EL6_P_255_A
Q9Y2J8_D_389_A,Q53EL6_M_333_A
Q9Y2J8_E_412_A,Q53EL6_E_337_A
Q9Y2J8_C_647_A,Q53EL6_L_340_A
Q8N1Q8_G_160_A,Q53EL6_F_359_A
Q8N1Q8_D_167_A,Q53EL6_H_361_A
Q8N1Q8_T_183_A,Q53EL6_D_414_A
Q9NYY3_N_210_A,Q53EL6_D_418_A
Q16654_Y_157_F,Q53EL6_P_420_A
Q16654_R_161_A,Q96KS0_H_297_A
P48059_F_42_A,Q96KS0_D_299_A
P03372_I_386_C,Q96KS0_H_358_A
Q9BX68_H_149_A,Q96KS0_R_367_A
Q9BV86_Y_19_A,Q96KS0_R_367_K
Q9BV86_Y_19_F,Q6PIW4_K_447_A
Q9BV86_W_20_A,Q6PIW4_D_500_A
Q9BV86_W_20_M,Q99418_E_156_D
Q9BV86_W_20_Y,P48775_Y_42_A
Q9BV86_W_136_L,P48775_Y_45_A
Q9BV86_D_167_A,P48775_F_72_A
Q9BV86_D_167_N,P48775_H_76_A
Q9BV86_D_167_Q,P48775_F_140_A
Q9BV86_N_168_A,P48775_R_144_A
Q9BV86_N_168_K,P48775_S_151_A
Q9BV86_D_177_A,P48775_Y_175_G
Q9BV86_D_177_K,P48775_H_328_A
Q9BV86_D_177_N,Q9NUI1_D_86_A
Q9BV86_D_180_A,Q9NUI1_D_137_A
Q9BV86_D_180_K,Q9NUI1_D_186_A
Q9BV86_D_180_N,Q9NUI1_D_268_A
Q9BV86_S_182_A,Q9H5Q4_G_105_A
Q9BV86_S_182_K,Q9H5Q4_R_330_A
P49888_K_85_A,Q9H5Q4_R_331_A
P49888_H_107_A,Q9P0U3_D_441_A
P49888_S_137_A,Q9P0U3_W_465_A
P49888_S_137_C,Q9P0U3_D_468_A
P49888_V_145_E,Q9P0U3_F_496_A
O60942_E_234_A,Q9P0U3_R_511_A
O60942_K_294_A,Q9P0U3_W_512_A
O60942_R_299_A,Q9P0U3_H_529_A
O60942_E_345_A,Q9P0U3_V_532_A
O60942_K_458_A,Q9P0U3_H_533_A
O60942_K_460_A,Q9P0U3_W_534_A
O60942_R_528_A,Q9P0U3_D_550_A
O60942_R_530_A,Q9P0U3_Q_597_A
O60942_D_532_A,Q9P0U3_C_603_A
O60942_K_533_A,Q9P0U3_C_603_S
P51449_A_327_F,Q9BV47_C_152_A
P51449_F_378_Q,Q9BV47_C_152_S
P51449_I_397_N,P17787_F_197_Y
P16442_E_303_A,Q9NQV7_D_199_Y
Q9NZK5_W_362_G,Q9NQV7_K_374_D
Q8N5Y8_H_152_A,P00966_K_165_Q
Q8N5Y8_H_152_Q,P00966_K_165_R
Q8N5Y8_Y_182_A,P00966_K_176_Q
Q3MIT2_D_344_A,P00966_K_176_R
Q5TDH0_D_252_N,Q9Y4K3_C_70_A
Q96L73_R_1914_C,Q9Y4K3_R_88_A
Q96L73_R_1952_W,Q9Y4K3_F_118_A
Q9BY11_I_125_E,Q9Y4K3_F_118_W
Q9BY11_M_126_E,Q9Y4K3_F_118_Y
Q9UBN7_H_611_A,Q9Y4K3_F_122_A
P13716_C_122_A,P00367_S_501_A
P13716_C_124_A,Q09328_E_280_A
P13716_H_131_A,Q09328_E_287_A
P13716_C_132_A,Q09328_E_297_A
P13716_C_223_A,Q09328_E_429_A
Q12884_R_123_A,Q09328_E_520_A
Q12884_R_123_M,Q09328_E_526_A
Q12884_R_123_E,P08559_S_293_A
Q12884_E_203_A,P11310_L_86_M
Q12884_E_203_D,P11310_L_98_W
Q12884_E_203_Q,P11310_L_100_Y
Q12884_E_204_A,P11310_I_108_M
Q12884_E_204_D,P11310_W_191_A
Q12884_E_204_Q,P11310_W_191_F
Q12884_S_624_A,P11310_E_237_A
Q12884_Y_656_F,P11310_E_384_A
Q12884_A_657_F,P11310_E_384_Q
Q12884_A_657_V,P11310_E_401_Q
Q12884_A_657_Q,P11310_E_401_T
Q12884_A_657_S,P11441_L_43_A
Q12884_A_657_T,O95786_T_55_I
Q12884_N_704_A,O95786_K_270_A
O00329_R_894_P,O95786_K_788_R
P07451_K_64_H,O95786_K_849_R
P07451_R_67_H,O95786_K_851_R
P07451_F_197_L,O95786_K_888_R
Q9P246_D_80_A,O95786_K_907_R
Q9P246_E_91_A,O95786_K_909_R
P20155_P_45_A,O43314_R_213_A
P20155_R_46_A,O43314_R_213_K
P20155_H_47_A,O43314_K_248_A
P20155_F_48_A,O43314_R_262_A
P09234_C_25_S,P61586_G_14_V
Q9H1B7_C_715_A,P61586_Q_63_L
Q9Y251_E_225_A,Q86XE5_S_77_A
Q9Y251_E_343_A,Q86XE5_S_77_T
Q9Y251_D_367_A,Q86XE5_N_78_A
Q9Y251_E_378_A,Q86XE5_N_78_Q
Q9Y251_E_396_A,Q86XE5_Y_140_F
Q9Y251_V_414_K,Q86XE5_Y_168_F
Q9Y251_K_417_E,Q86XE5_K_196_A
Q9Y251_P_525_G,Q86XE5_S_198_A
Q9Y251_F_527_R,Q86XE5_S_198_T
Q9Y251_S_528_K,Q9H6P5_D_233_A
Q9Y251_Y_529_A,Q9H6P5_T_234_A
Q9Y251_F_531_R,P51668_K_4_E
Q9Y251_V_533_R,P51668_D_42_R
Q9Y251_I_534_D,P51668_F_62_A
Q9Y251_R_535_A,P51668_D_87_R
Q9Y251_N_536_A,P51668_S_94_E
Q9Y251_A_537_K,P51668_T_98_E
Q9Y251_K_538_A,P51668_D_112_R
Q9Y251_V_539_A,P51668_D_116_R
Q9Y251_A_540_K,P51668_D_117_R
Q9Y251_A_541_K,Q969V5_H_319_A
Q9Y251_C_542_A,Q969V5_C_339_A
P28039_T_61_A,Q9UMR2_E_243_Q
P28039_K_173_E,O15264_T_180_A
P28039_S_263_A,O15264_Y_182_A
P28039_S_263_L,P20591_K_83_A
P28039_R_345_E,P20591_K_83_M
P28039_G_372_M,P20591_T_103_A
P28039_K_379_E,P20591_L_612_K
P28039_P_419_M,P20591_E_632_A
Q13029_C_106_Y,P20591_R_640_A
Q13029_A_159_V,P20591_E_645_R
Q99836_R_196_A,P17948_K_861_M
Q99836_D_197_A,P17948_N_1050_D
Q99836_R_217_A,Q15084_C_55_S
Q99836_K_282_A,Q15084_C_58_A
Q99836_R_288_A,Q15084_C_58_S
Q9Y6H6_D_90_N,Q15084_C_190_S
Q5TA50_F_42_A,Q15084_C_193_A
Q5TA50_L_43_R,Q15084_C_193_S
Q5TA50_F_50_R,P45452_E_223_A
Q5TA50_I_53_N,Q9BRA2_C_43_S
Q5TA50_D_56_V,Q9BRA2_C_46_S
Q5TA50_K_60_A,P41222_K_59_A
Q5TA50_R_97_L,P41222_M_64_A
Q5TA50_R_106_L,P41222_C_65_A
Q5TA50_R_110_L,P41222_L_79_A
Q5TA50_R_113_E,P41222_F_83_A
Q5TA50_R_113_L,P41222_L_131_A
Q5TA50_W_117_A,P41222_Y_149_A
Q5TA50_L_118_R,P41594_S_613_A
Q5TA50_Y_149_A,P41594_S_613_K
Q5TA50_V_158_N,P41594_S_614_D
Q9NPI6_D_20_A,P41594_K_665_A
Q9NPI6_R_59_A,P41594_E_770_A
Q8N543_H_155_A,Q9NZ08_Y_438_F
Q8N543_D_157_A,Q13485_R_416_S
P35523_I_290_C,Q13485_R_496_S
P35523_I_290_E,Q13485_R_502_S
P35523_I_290_F,
P35523_I_290_G,
P35523_I_290_K,
P35523_I_290_L,
P35523_I_290_Q,
P35523_I_290_T,
P35523_I_290_V,
P35523_I_290_Y,
P35523_E_291_D,
P35523_E_291_L,
P35523_R_496_K,
P35523_G_499_K,
P35523_G_499_E,
P35523_G_499_Q,
P35523_E_500_Q,
P04179_Y_58_A,
P04179_Y_58_H,
P04179_Y_58_N,
P04179_Y_58_V,
P04179_Y_58_F,
Q05823_K_392_R,
Q05823_H_583_A,
Q05823_P_584_A,
Q05823_W_632_A,
Q05823_D_661_A,
Q05823_R_667_A,
Q05823_H_672_A,
P54753_K_665_R,
Q8WYN0_C_81_A,
Q9Y3R4_D_46_A,
Q9Y3R4_E_218_A,
Q9Y3R4_E_218_Q,
Q9Y3R4_Q_270_E,
P49336_D_173_A,
P63000_G_12_V,
P63000_T_17_N,
P63000_Q_61_L,
Q15759_T_180_A,
Q15759_Y_182_F,
Q96DC9_G_47_P,
Q96DC9_C_51_S,
Q96DC9_N_226_A,
P49427_N_85_Q,
P49427_Y_87_A,
P49427_C_93_S,
P49427_C_93_A,
P49427_S_95_D,
P49427_L_97_S,
P49427_E_112_A,
P49427_S_129_L,
P49427_S_129_R,
P49427_E_133_R,
P49427_S_138_A,
P49427_D_143_A,
P49427_M_147_A,
P49427_R_149_A,
P49427_K_150_A,
P49427_E_153_A,
P10746_S_63_A,
P10746_R_65_A,
P10746_T_103_A,
P10746_E_127_A,
P10746_Y_168_F,
P10746_S_197_A,
P10746_K_220_A,
P10746_T_227_A,
P10746_T_228_A,
Q9ULW5_T_77_N,
Q9ULW5_N_177_I,
O15519_Y_360_F,
P11413_K_171_Q,
P11413_K_171_R,
P11413_K_386_Q,
P11413_K_386_R,
P11413_K_403_Q,
P11413_K_403_R,
A1L3X0_H_150_A,
A1L3X0_H_151_A,
Q03154_H_80_A,
Q03154_D_113_A,
Q03154_E_147_A,
Q03154_E_147_Q,
Q03154_E_147_D,
Q03154_E_148_A,
Q03154_E_175_A,
Q03154_H_373_A,
P10619_S_178_A,
P10619_H_457_Q,
O14773_H_236_A,
O14773_D_360_A,
O14773_S_475_A,
O14773_D_517_A,
P15260_V_61_Q,
P62068_C_44_S,
P13569_M_1137_R,
P13569_I_1139_V,
P13569_D_1154_G,
Q9BU89_H_56_A,
Q9BU89_E_57_A,
Q9BU89_H_89_A,
Q9BU89_E_90_A,
Q9BU89_H_207_A,
Q9BU89_E_208_A,
Q9BU89_H_240_A,
Q9BU89_E_241_A,
Q9NUN7_D_19_G,
Q9NUN7_E_22_G,
Q9NUN7_N_24_G,
Q9NUN7_S_99_A,
Q9NUN7_Y_149_A,
Q9NUN7_S_228_A,
Q8WTS6_K_294_A,
Q8WTS6_H_297_A,
Q8WTS6_H_297_G,
Q9Y2G5_E_54_A,
Q9Y2G5_W_92_A,
Q9Y2G5_W_152_A,
Q9Y2G5_W_273_A,
Q9Y2G5_R_294_A,
Q9Y2G5_D_297_A,
Q9Y2G5_E_396_A,
Q6NS38_D_173_A,
Q6NS38_H_236_A,
P13804_R_249_A,
Q03393_S_19_A,
O76064_C_406_S,
P05109_C_42_A,
P30038_S_352_A,
O95365_P_14_S,
O95365_S_22_R,
O95365_K_60_R,
O95365_D_78_E,
O95365_R_112_C,
Q08499_D_503_N,
P06132_D_86_E,
P06132_D_86_G,
P06132_D_86_N,
P06132_Y_164_F,
Q9H0M0_E_614_A,
Q9H0M0_H_621_A,
Q9H0M0_D_675_A,
Q9H0M0_E_798_A,
Q9H0M0_M_804_P,
Q9H0M0_E_806_P,
Q9H0M0_R_845_A,
Q9H0M0_Q_848_A,
Q9H0M0_R_855_A,
Q9BV79_S_85_A,
Q9BV79_Y_94_F,
Q9BV79_T_170_A,
Q9BV79_W_311_A,
Q9BV79_W_311_L,
Q96EY1_H_121_Q,
P00492_K_69_A,
Q6IQ20_Q_158_S,
Q6IQ20_Y_159_S,
Q6IQ20_L_207_F,
Q6IQ20_R_257_A,
Q6IQ20_H_380_R,
P04183_T_163_S,
P04180_E_173_A,
P04180_E_173_D,
P04180_E_173_K,
P04180_E_173_L,
P04180_E_173_Q,
P15880_K_58_R,
P15880_K_275_R,
Q08345_N_211_Q,
Q08345_S_213_A,
Q08345_N_260_Q,
Q08345_K_655_A,
Q08345_G_707_A,
P17643_Y_362_F,
P17643_R_374_S,
P17643_T_391_V,
Q9UQQ1_E_416_A,
Q9BXW9_S_222_A,
P08069_Y_980_F,
P08069_K_1033_A,
Q9UKV3_D_1093_A,
P35354_Q_189_N,
P35354_Q_189_R,
P35354_Q_189_V,
P35354_H_193_A,
P35354_S_516_T,
P35354_G_519_V,
P35354_C_555_S,
P08263_Y_9_F,
P08263_I_71_A,
P08263_I_71_V,
P08263_A_216_H,
P62993_P_49_L,
P62993_G_203_R,
O76083_H_312_A,
O76083_H_356_A,
O76083_E_466_A,
Q8NFU3_C_79_A,
Q8NFU3_C_79_S,
Q92743_S_328_A,
O43809_L_218_R,
Q8NFG4_S_406_A,
Q8NFG4_S_537_A,
Q8NFG4_S_542_A,
Q9BSA9_R_35_A,
Q9BSA9_F_39_V,
Q9BSA9_S_40_A,
Q9BSA9_D_41_A,
Q9BSA9_D_41_E,
Q9BSA9_D_41_N,
Q9BSA9_I_46_N,
Q9BSA9_V_50_A,
Q9BSA9_L_53_A,
Q9BSA9_I_271_N,
Q9BSA9_L_275_A,
Q9BSA9_L_278_A,
Q9NPJ3_N_50_A,
Q9NPJ3_D_65_A,
Q9NPJ3_D_65_E,
Q9NPJ3_D_65_N,
Q9NPJ3_S_83_A,
Q8WVQ1_D_112_A,
Q8WVQ1_D_114_A,
Q8WVQ1_S_139_C,
Q8WVQ1_G_152_E,
Q8WVQ1_E_160_Y,
Q8WVQ1_R_163_A,
Q8WVQ1_E_166_Q,
Q8WVQ1_S_168_A,
Q8WVQ1_D_169_N,
Q8WVQ1_D_181_A,
Q8WVQ1_D_182_N,
Q8WVQ1_I_200_C,
Q8WVQ1_S_202_C,
Q8WVQ1_D_205_A,
Q8WVQ1_E_215_Q,
Q8WVQ1_E_246_M,
Q8WVQ1_S_256_C,
Q8WVQ1_C_287_S,
Q8WVQ1_R_301_A,
Q8WVQ1_S_308_C,
Q8WVQ1_A_317_C,
Q9UI30_L_8_D,
Q9UI30_L_9_D,
Q9UI30_I_113_D,
Q7L5D6_D_84_K,
P52564_S_207_A,
P52564_S_207_E,
P52564_T_211_A,
P52564_T_211_E,
O75695_Q_116_A,
O75695_R_118_A,
O75695_F_177_A,
Q9UIV1_D_40_N,
Q9UIV1_E_42_Q,
Q9UIV1_D_161_N,
Q9UIV1_H_225_A,
Q9UIV1_D_230_N,
P27338_C_5_S,
P27338_C_156_S,
P27338_T_158_A,
P27338_C_172_S,
P27338_C_192_S,
P27338_C_297_S,
P27338_C_312_S,
P27338_C_365_S,
P27338_H_382_R,
P27338_K_386_M,
P27338_C_389_A,
P27338_C_389_S,
P27338_S_394_A,
P27338_C_397_S,
Q7Z2E3_H_274_A,
Q7Z2E3_C_333_A,
Q7Z2E3_C_336_A,
Q8IU85_K_52_A,
P30711_H_176_Q,
P30711_W_234_R,
P41180_R_69_E,
P41180_N_102_I,
P41180_T_145_A,
P41180_S_147_A,
P41180_S_170_A,
P41180_Y_218_S,
P41180_E_297_I,
P41180_S_417_L,
P41180_W_458_A,
P41180_C_482_S,
P41180_C_482_Y,
P19099_I_112_P,
P19099_D_147_E,
P19099_K_152_N,
Q2MKA7_R_66_A,
Q2MKA7_R_66_W,
Q2MKA7_R_70_C,
Q2MKA7_R_70_E,
Q2MKA7_Q_71_E,
Q2MKA7_Q_71_R,
Q2MKA7_G_73_E,
Q2MKA7_G_73_R,
Q2MKA7_R_87_A,
Q2MKA7_F_106_A,
Q2MKA7_F_106_E,
Q2MKA7_F_110_A,
Q2MKA7_F_110_E,
Q13303_Y_90_F,
O60218_K_125_L,
O60218_C_299_S,
O60218_V_301_L,
Q9ULV1_Y_250_F,
Q9ULV1_R_253_C,
Q9ULV1_Y_265_A,
Q9ULV1_Y_269_A,
Q9ULV1_E_341_A,
Q9ULV1_D_371_A,
Q9ULV1_Y_378_A,
Q9ULV1_N_381_A,
Q9ULV1_L_399_F,
Q9ULV1_S_418_N,
Q9ULV1_Y_444_A,
Q9ULV1_Y_444_F,
Q9ULV1_E_458_A,
Q9ULV1_K_480_A,
Q9ULV1_W_494_L,
Q9ULV1_W_496_A,
O94762_D_157_A,
O94760_L_30_A,
O94760_E_78_A,
O94760_L_271_G,
Q9ULV8_Y_244_A,
Q9ULV8_Y_244_F,
Q9ULV8_R_264_A,
Q9ULV8_P_265_L,
Q9ULV8_S_266_A,
Q9ULV8_T_268_A,
Q9ULV8_G_276_E,
O94768_K_62_A,
Q13415_R_720_Q,
Q8IU60_E_147_Q,
Q8IU60_E_148_Q,
P07333_L_301_S,
P07333_D_802_V,
P07333_Y_809_F,
Q8TF76_E_492_A,
Q8TF76_K_511_A,
Q8TF76_H_651_A,
Q8TF76_D_707_L,
Q8TF76_D_709_N,
Q8TF76_G_713_F,
Q8TF76_D_716_L,
Q13418_E_359_K,
P11172_D_312_N,
P11177_D_319_A,
P11177_D_319_N,
Q6P988_S_232_A,
Q15782_S_143_D,
Q15782_I_145_E,
Q13572_K_18_A,
Q13572_H_58_A,
Q13572_K_59_A,
Q13572_R_106_A,
Q13572_K_157_A,
Q13572_H_162_Q,
Q13572_G_163_A,
Q13572_G_163_P,
Q13572_H_167_A,
Q13572_H_167_Q,
Q13572_Q_188_A,
Q13572_H_193_A,
Q13572_K_199_A,
Q13572_R_212_A,
Q13572_S_214_A,
Q13572_L_215_A,
Q13572_D_281_A,
Q13572_D_295_A,
Q13572_N_297_A,
Q13572_N_297_L,
Q13572_N_297_D,
Q13572_G_301_A,
Q7KZI7_T_208_A,
P34925_N_484_F,
P34925_A_485_G,
Q9H9Z2_H_147_A,
Q9H9Z2_H_169_A,
Q96AP4_S_351_A,
Q96AP4_S_351_Q,
Q96AP4_S_351_Y,
Q96AP4_C_360_A,
Q96AP4_D_406_A,
Q96AP4_E_428_A,
Q96AP4_Q_487_A,
Q96AP4_H_491_A,
Q96AP4_D_512_A,
P18440_R_64_A,
P18440_R_64_M,
P18440_R_64_Q,
P18440_R_64_K,
Q96I25_D_319_K,
Q96I25_R_375_A,
Q96I25_Y_376_A,
Q96I25_F_377_A,
O00308_K_498_R,
O00308_H_500_K,
O00308_C_838_A,
O95372_S_122_A,
Q9UL25_Q_78_L,
P49841_R_96_A,
Q687X5_S_138_Q,
P56696_D_266_G,
Q9BRQ3_H_156_A,
Q9BRQ3_E_189_A,
Q9BRQ3_E_193_A,
P09211_Y_8_F,
P09211_D_99_A,
Q92888_Y_487_F,
Q92888_Y_738_F,
P14384_E_281_Q,
Q9H1D0_R_510_E,
Q9H1D0_Q_523_A,
Q9H1D0_D_582_A,
Q9H1D0_A_606_T,
Q15027_F_280_A,
Q15027_F_280_W,
Q15027_R_448_Q,
Q9Y6X9_Y_18_A,
Q9Y6X9_N_39_A,
Q9Y6X9_D_68_A,
Q9Y6X9_D_69_A,
Q9Y6X9_R_266_A,
Q9Y6X9_R_319_E,
Q9Y6X9_R_326_E,
Q9Y6X9_R_329_E,
Q9Y6X9_R_333_E,
Q9Y6X9_R_344_E,
Q9Y6X9_R_351_E,
Q9Y6X9_R_358_E,
Q9Y2V2_H_76_Q,
Q92993_G_380_A,
P22303_S_234_A,
P22303_E_365_A,
P22303_D_435_N,
P22303_H_478_A,
Q6IMN6_I_1048_R,
Q6IMN6_I_1091_S,
Q5SQI0_Q_58_A,
Q5SQI0_S_61_A,
Q5SQI0_I_64_A,
Q5SQI0_R_69_A,
Q5SQI0_K_102_A,
Q5SQI0_F_105_A,
Q5SQI0_V_106_A,
Q5SQI0_L_107_A,
Q5SQI0_D_108_A,
Q5SQI0_D_109_A,
Q5SQI0_D_109_R,
Q5SQI0_E_111_A,
Q5SQI0_E_111_R,
Q5SQI0_E_115_A,
Q5SQI0_E_117_A,
Q5SQI0_C_120_A,
Q5SQI0_C_120_S,
Q5SQI0_D_157_E,
Q5SQI0_D_157_N,
Q5SQI0_R_158_A,
Q5SQI0_N_182_A,
Q5SQI0_F_183_A,
P0C870_H_178_A,
P0C870_D_180_A,
P0C870_H_277_A,
P62987_K_48_R,
P62987_K_63_R,
P62987_H_68_G,
P62987_R_72_G,
P62987_R_74_G,
P62987_G_76_A,
O95396_C_365_A,
O95396_C_412_A,
O95396_K_413_R,
O95396_L_414_K,
O95396_G_415_A,
O95396_N_416_V,
O95396_D_417_R,
O95396_D_417_T,
O95396_P_458_G,
O94925_Y_249_A,
O94925_S_286_A,
O94925_K_289_A,
O94925_F_318_Y,
O94925_L_321_A,
O94925_F_322_S,
O94925_L_323_A,
O94925_Y_394_A,
O94925_Y_394_L,
O94925_Y_466_A,
Q99962_A_63_S,
Q99962_A_66_D,
Q99962_A_66_S,
Q99962_M_70_Q,
Q99962_F_202_W,
P43220_L_32_A,
P43220_Y_69_A,
P43220_Y_88_A,
P43220_L_89_A,
P43220_P_90_A,
P43220_R_121_A,
P43220_E_127_A,
P43220_E_128_A,
P43220_E_128_Q,
P22234_H_303_Y,
P22234_S_332_A,
P22234_G_334_A,
P22234_S_400_A,
P04792_S_15_D,
P04792_S_82_D,
Q9NZD2_I_45_N,
Q9NZD2_D_48_V,
Q9NZD2_N_52_I,
Q9NZD2_K_55_I,
Q9NZD2_W_96_A,
Q9NZD2_W_96_F,
Q9NZD2_F_103_S,
Q9NZD2_L_136_R,
Q9NZD2_H_140_L,
Q9NZD2_F_148_S,
Q9NZD2_L_165_R,
Q9NZD2_F_183_S,
Q9NZD2_Y_207_L,
P30838_C_244_S,
Q9UK80_C_221_A,
P04155_C_82_S,
Q9Y3B8_D_168_A,
P28161_T_210_C,
P28161_T_210_F,
P28161_T_210_H,
P28161_T_210_I,
P28161_T_210_K,
P28161_T_210_L,
P28161_T_210_R,
P28161_T_210_Y,
P28161_T_210_W,
Q96LD8_D_10_A,
Q96LD8_W_26_A,
Q96LD8_D_29_A,
Q96LD8_D_29_N,
Q96LD8_V_58_A,
Q96LD8_F_74_A,
Q96LD8_P_77_A,
Q96LD8_N_91_A,
Q96LD8_H_102_N,
Q96LD8_W_103_A,
Q96LD8_W_103_H,
Q96LD8_D_119_A,
Q96LD8_D_119_N,
Q96LD8_Q_157_A,
Q96LD8_C_163_A,
O75689_C_21_A,
O75689_C_24_A,
P35670_H_1069_A,
P35670_H_1069_C,
P46527_Y_88_F,
Q8IW75_R_302_A,
Q8IW75_R_302_E,
Q8IW75_T_365_R,
Q8IW75_A_369_P,
Q8WY64_Y_265_A,
Q8WY64_T_269_R,
Q8WY64_C_387_A,
Q8WY64_V_389_R,
Q8WY64_L_415_E,
Q96RI1_T_456_A,
Q96RI1_K_474_R,
Q02083_V_116_F,
Q02083_C_126_A,
Q02083_C_126_S,
Q02083_R_142_G,
Q02083_D_145_A,
Q02083_L_152_F,
Q02083_E_195_A,
Q02083_E_195_Q,
Q02083_N_287_D,
P07948_K_275_A,
P07948_K_275_L,
P07948_K_275_R,
Q8N3J5_D_298_A,
Q96FI4_E_3_Q,
Q96FI4_K_54_L,
Q96FI4_R_277_A,
P11387_K_532_A,
P11387_K_532_R,
Q02880_E_482_Q,
Q02880_S_485_A,
Q02880_R_508_E,
Q02880_K_510_E,
Q02880_R_515_Q,
P11766_R_115_A,
P11766_R_115_D,
Q9UNA0_E_411_A,
Q9H9S5_D_362_A,
P36406_C_34_A,
P36406_H_53_A,
P36404_Q_70_L,
P49356_D_200_N,
P49356_G_249_V,
P49356_G_349_S,
P11166_I_192_C,
P11166_L_204_C,
P11166_P_205_C,
P11166_G_340_C,
Q9UBQ0_D_8_A,
Q9UBQ0_N_39_A,
Q9UBQ0_N_39_D,
Q9UBQ0_D_62_A,
Q9UBQ0_D_62_N,
Q9UBQ0_H_86_A,
Q9UBQ0_H_117_A,
P22681_G_306_E,
P22681_C_381_A,
Q13546_S_25_D,
Q13546_K_45_A,
Q13546_S_161_A,
Q6ZSG1_M_313_A,
Q6ZSG1_R_335_A,
Q9UKK9_W_28_A,
Q9UKK9_W_46_A,
Q9UKK9_R_51_Q,
Q9UKK9_R_84_Q,
Q9UKK9_E_112_Q,
Q9UKK9_E_116_Q,
Q9UKK9_E_166_Q,
Q96J02_C_871_A,
Q07075_T_356_V,
Q07075_R_887_A,
Q8IUF8_H_179_Y,
P47736_E_207_A,
P47736_H_267_A,
P47736_R_286_A,
P47736_H_287_A,
P47736_N_290_A,
P47736_N_290_K,
P47736_D_291_A,
P47736_R_388_A,
P47736_R_388_P,
Q9UL18_P_670_S,
Q9UL18_L_674_F,
Q9UL18_P_675_Q,
Q9UL18_R_805_H,
P29317_K_646_M,
Q86UE8_D_613_A,
Q9BV57_E_94_A,
Q9UIF7_D_233_N,
P51813_Y_566_F,
P34913_D_9_A,
P34913_C_522_S,
Q7L0Y3_D_314_N,
Q9Y265_D_302_N,
Q9UKT7_C_358_S,
P09661_Y_15_D,
P09661_R_27_Q,
P09661_T_68_K,
P09661_N_72_K,
P09661_N_73_K,
P09661_E_92_V,
P09661_Q_148_R,
Q86TI0_M_930_A,
Q86TI0_L_1019_A,
Q7Z5Q5_D_623_A,
Q7Z5Q5_E_675_R,
Q7Z5Q5_K_679_A,
Q92947_E_414_D,
Q92785_F_275_A,
Q92785_R_300_A,
Q92785_D_346_A,
P52788_D_201_A,
